"DeliveryID","OrderID","DeliveryPartner","DeliveryDateTime","DeliveryAmount","DeliveryStatus"
985,985,"Fischer and Sons","2024-11-05 14:57:00.0",12.6,"In Progress"
988,988,"Hawkins Ltd","2024-11-05 14:27:00.0",10.73,"In Progress"
990,990,"Watson-Thomas","2024-11-19 23:55:00.0",36.39,"In Progress"
993,993,"Smith PLC","2024-11-04 13:42:00.0",12.51,"In Progress"
994,994,"Guzman, Smith and Murray","2024-11-02 18:00:00.0",15.72,"Cancelled"
997,997,"Cohen-Wagner","2024-11-20 21:27:00.0",29.82,"In Progress"
998,998,"Evans and Sons","2024-11-10 20:57:00.0",34.43,"Cancelled"
1000,1000,"Duran, Fuller and Reyes","2024-11-11 13:11:00.0",30.13,"Cancelled"
1002,1002,"Miller and Sons","2024-11-04 16:42:00.0",7.1,"Completed"
1003,1003,"Sellers Inc","2024-11-27 22:42:00.0",12.58,"In Progress"
1006,1006,"Smith PLC","2024-11-17 13:39:00.0",8.79,"Cancelled"
1011,1011,"Gallagher, Roberson and Bean","2024-11-13 12:46:00.0",6.16,"Completed"
1014,1014,"Jackson-Rojas","2024-11-15 19:43:00.0",5.79,"Cancelled"
1016,1016,"Lawson, Tran and King","2024-11-30 19:23:00.0",31.69,"Completed"
1024,1024,"Mills Inc","2024-11-16 21:19:00.0",34.21,"In Progress"
1025,1025,"Miller and Sons","2024-11-18 12:48:00.0",48.26,"Cancelled"
1030,1030,"Smith PLC","2024-11-04 18:04:00.0",23.81,"Completed"
1034,1034,"Powell, Morse and Quinn","2024-11-23 00:58:00.0",5.07,"Completed"
1036,1036,"Carter, Evans and Walker","2024-11-08 20:09:00.0",19.77,"Cancelled"
1038,1038,"Miller and Sons","2024-11-30 18:31:00.0",41.65,"Cancelled"
1040,1040,"Cooper, Myers and Rodriguez","2024-11-30 11:33:00.0",49.81,"Completed"
1044,1044,"Mcdowell-Hicks","2024-11-21 00:26:00.0",33.89,"Completed"
1047,1047,"Cohen-Wagner","2024-11-10 12:03:00.0",23.12,"In Progress"
1048,1048,"Turner-Hart","2024-11-24 16:09:00.0",22.38,"In Progress"
1051,1051,"Webster, Martinez and Marshall","2024-11-09 14:58:00.0",39.19,"Completed"
1060,1060,"Anderson Group","2024-11-07 15:47:00.0",26.66,"Completed"
1066,1066,"Sanchez-Smith","2024-11-09 15:37:00.0",20.09,"Completed"
1069,1069,"Norton, Chang and Clements","2024-11-27 13:18:00.0",9.39,"In Progress"
1071,1071,"Ray-Bradley","2024-11-01 13:47:00.0",15.27,"Completed"
1080,1080,"Miller and Sons","2024-11-03 20:04:00.0",49.36,"Completed"
1082,1082,"Phillips-Boyer","2024-11-09 00:40:00.0",24.38,"Completed"
1088,1088,"Frazier, Anderson and Rodriguez","2024-11-22 23:10:00.0",21.19,"Completed"
1089,1089,"Arias LLC","2024-11-30 18:11:00.0",41.47,"Completed"
1094,1094,"Phillips-Boyer","2024-11-19 20:56:00.0",40,"Cancelled"
1097,1097,"Adams LLC","2024-11-24 23:01:00.0",41.18,"In Progress"
1101,1101,"Campbell, Burns and Espinoza","2024-11-04 12:22:00.0",11.05,"In Progress"
1111,1111,"Duran, Fuller and Reyes","2024-11-09 23:46:00.0",31.39,"Completed"
1113,1113,"Freeman, Walton and Jones","2024-11-28 14:38:00.0",44.82,"Completed"
1114,1114,"Marsh-Williams","2024-11-03 22:47:00.0",7.56,"Cancelled"
1115,1115,"Frank Inc","2024-11-19 18:54:00.0",46.77,"Completed"
1117,1117,"Ray-Bradley","2024-11-22 16:56:00.0",26.53,"Completed"
1120,1120,"Richards-Jones","2024-11-23 23:05:00.0",14.03,"Cancelled"
1122,1122,"Newton-Brown","2024-11-19 13:43:00.0",8.71,"Cancelled"
1127,1127,"Adams LLC","2024-11-09 13:43:00.0",7.83,"In Progress"
1128,1128,"Rowland-Williams","2024-11-27 23:31:00.0",34.15,"Cancelled"
1129,1129,"Hatfield and Sons","2024-11-03 14:22:00.0",18.97,"In Progress"
1131,1131,"Burton Inc","2024-11-25 13:46:00.0",24.31,"Completed"
1132,1132,"Smith PLC","2024-11-14 20:11:00.0",13.41,"Cancelled"
1134,1134,"Werner-Rodriguez","2024-11-05 13:30:00.0",40.12,"Cancelled"
1135,1135,"Mcdowell-Hicks","2024-11-03 19:33:00.0",43.02,"In Progress"
1140,1140,"Watson-Thomas","2024-11-09 18:36:00.0",28.98,"In Progress"
1143,1143,"Arias LLC","2024-11-07 18:05:00.0",39.36,"In Progress"
1144,1144,"Henderson Inc","2024-11-26 01:17:00.0",8.91,"In Progress"
1147,1147,"Rowland-Williams","2024-11-23 19:43:00.0",43.92,"In Progress"
1148,1148,"Taylor-Smith","2024-11-07 15:00:00.0",37.2,"Completed"
1152,1152,"Smith PLC","2024-11-09 12:17:00.0",42.84,"Completed"
1155,1155,"Stephens PLC","2024-11-21 13:26:00.0",43.69,"In Progress"
1158,1158,"Thomas PLC","2024-11-09 21:57:00.0",21.8,"Cancelled"
1160,1160,"Phillips and Sons","2024-11-29 16:25:00.0",19.23,"Completed"
1163,1163,"Wright Ltd","2024-11-05 16:06:00.0",11.9,"Completed"
1164,1164,"Durham Inc","2024-11-29 19:59:00.0",40.51,"In Progress"
1166,1166,"Waller-Davis","2024-11-20 00:15:00.0",27.01,"Completed"
1172,1172,"Mcdowell-Hicks","2024-11-12 21:07:00.0",21.76,"In Progress"
1173,1173,"Rowland-Williams","2024-11-04 11:50:00.0",22.18,"In Progress"
1176,1176,"Freeman, Walton and Jones","2024-11-05 22:15:00.0",21,"Cancelled"
1178,1178,"Waller-Davis","2024-11-08 14:45:00.0",8.33,"In Progress"
1179,1179,"Rogers, Berry and Logan","2024-11-04 00:35:00.0",49.65,"Completed"
1181,1181,"Hawkins Ltd","2024-11-17 19:03:00.0",43.74,"Cancelled"
1182,1182,"Moore-Griffin","2024-11-04 11:15:00.0",29.64,"Completed"
1188,1188,"Fischer and Sons","2024-11-30 18:28:00.0",46.48,"Cancelled"
1191,1191,"Powell, Morse and Quinn","2024-11-14 17:14:00.0",38.05,"Cancelled"
1192,1192,"Henderson Inc","2024-11-27 00:42:00.0",8.98,"Cancelled"
1194,1194,"Richards-Jones","2024-11-01 16:33:00.0",34.5,"Completed"
1195,1195,"Stephens PLC","2024-11-10 14:52:00.0",45.06,"In Progress"
1196,1196,"Patterson, Rodriguez and Vasquez","2024-11-30 17:43:00.0",39.19,"In Progress"
1197,1197,"Werner-Rodriguez","2024-11-11 14:41:00.0",20.24,"Cancelled"
1201,1201,"Frank Inc","2024-11-23 19:02:00.0",27.93,"Completed"
1202,1202,"Rose, Pratt and Flores","2024-11-01 12:52:00.0",10.8,"In Progress"
1206,1206,"Hawkins-Garza","2024-12-01 00:20:00.0",13.1,"In Progress"
1207,1207,"Graham-Campbell","2024-11-03 22:17:00.0",7.39,"Completed"
1209,1209,"Lee-Taylor","2024-11-06 22:31:00.0",37.65,"Completed"
1210,1210,"Graham-Campbell","2024-11-07 15:05:00.0",43.47,"Cancelled"
1211,1211,"Mcdowell-Hicks","2024-11-13 23:56:00.0",28.43,"Completed"
1213,1213,"Frank Inc","2024-11-23 15:27:00.0",39.2,"Cancelled"
1215,1215,"Norris-Hawkins","2024-11-20 21:38:00.0",5.09,"Completed"
1217,1217,"Buckley-Morris","2024-11-06 15:12:00.0",15.71,"Cancelled"
1218,1218,"Richards-Jones","2024-11-13 12:20:00.0",33.32,"In Progress"
1219,1219,"Moore-Griffin","2024-11-17 14:59:00.0",14.13,"Cancelled"
1229,1229,"Brown, Blankenship and Hayes","2024-11-22 19:46:00.0",47.61,"In Progress"
1230,1230,"Hill, Hull and Bailey","2024-11-28 21:52:00.0",21.46,"In Progress"
1238,1238,"Fletcher-Carter","2024-11-03 20:48:00.0",10.42,"In Progress"
1243,1243,"Hill, Hull and Bailey","2024-11-14 14:22:00.0",28.89,"In Progress"
1244,1244,"Phillips and Sons","2024-11-25 19:47:00.0",39.44,"Cancelled"
1245,1245,"Rose, Pratt and Flores","2024-11-01 21:27:00.0",19.72,"Cancelled"
1249,1249,"Hatfield and Sons","2024-11-07 11:57:00.0",5.04,"Completed"
1250,1250,"Kelly LLC","2024-11-05 16:32:00.0",7.25,"Completed"
1258,1258,"Campbell, Burns and Espinoza","2024-11-06 21:29:00.0",21.74,"Cancelled"
1259,1259,"Christensen and Sons","2024-11-28 13:32:00.0",13.38,"Completed"
1264,1264,"Buckley-Morris","2024-11-17 21:57:00.0",42.25,"Completed"
1267,1267,"Richards-Jones","2024-11-15 18:01:00.0",33.95,"Cancelled"
1268,1268,"Gonzales-Brown","2024-11-30 18:49:00.0",5.86,"Completed"
1269,1269,"Richardson-Reyes","2024-11-03 21:47:00.0",49.25,"Completed"
1271,1271,"Molina-Bailey","2024-11-07 22:54:00.0",35.48,"Completed"
1272,1272,"Durham Inc","2024-11-03 17:17:00.0",47.64,"In Progress"
1273,1273,"Stephens PLC","2024-11-09 22:24:00.0",20.83,"In Progress"
1275,1275,"Cook Ltd","2024-11-03 20:28:00.0",45.83,"Cancelled"
1279,1279,"Miller and Sons","2024-11-13 18:50:00.0",15.8,"Completed"
1280,1280,"Phillips-Boyer","2024-11-23 12:24:00.0",30.03,"In Progress"
1282,1282,"Thomas PLC","2024-11-16 13:57:00.0",21.19,"Cancelled"
1286,1286,"Hancock-Benson","2024-11-03 16:03:00.0",17.34,"Cancelled"
1290,1290,"Frazier, Anderson and Rodriguez","2024-11-19 20:07:00.0",34.1,"Completed"
1292,1292,"Norton, Chang and Clements","2024-11-09 16:33:00.0",21.29,"Cancelled"
1298,1298,"Bailey-Neal","2024-11-28 22:05:00.0",35.89,"Cancelled"
1301,1301,"Phillips-Boyer","2024-11-05 14:49:00.0",47.42,"Completed"
1303,1303,"Gray, Kerr and Massey","2024-11-23 00:28:00.0",23.42,"In Progress"
1306,1306,"Fletcher-Carter","2024-11-27 17:32:00.0",48.45,"Cancelled"
1309,1309,"Cooper, Myers and Rodriguez","2024-11-17 23:02:00.0",8.95,"Completed"
1312,1312,"Walker-Davis","2024-11-24 13:50:00.0",20.63,"Cancelled"
1318,1318,"Anderson, Carr and Mcneil","2024-11-11 23:21:00.0",43.35,"In Progress"
1331,1331,"Watson-Thomas","2024-11-11 16:43:00.0",33.19,"Cancelled"
1336,1336,"Smith PLC","2024-11-08 19:48:00.0",41.95,"Completed"
1347,1347,"Matthews-Gonzalez","2024-11-27 17:05:00.0",5.96,"In Progress"
1355,1355,"Lee-Taylor","2024-11-01 12:38:00.0",28.02,"In Progress"
1357,1357,"Gonzales-Brown","2024-11-27 14:50:00.0",9.9,"Completed"
1358,1358,"Ruiz-Hughes","2024-11-30 18:27:00.0",11.93,"Completed"
1359,1359,"Gallagher, Roberson and Bean","2024-11-12 20:21:00.0",15.55,"Cancelled"
1362,1362,"Stephens PLC","2024-11-18 13:41:00.0",31.7,"Cancelled"
1366,1366,"Rogers, Wright and Cooper","2024-11-24 17:08:00.0",13.94,"Completed"
1368,1368,"Watson-Thomas","2024-11-06 10:54:00.0",19.51,"Cancelled"
1369,1369,"Campbell, Burns and Espinoza","2024-11-21 11:48:00.0",24.09,"Cancelled"
1372,1372,"Marquez PLC","2024-11-28 19:13:00.0",30.26,"In Progress"
1376,1376,"Rose, Pratt and Flores","2024-11-03 16:01:00.0",44.5,"Cancelled"
1377,1377,"Burton Inc","2024-11-28 18:12:00.0",14.74,"In Progress"
1378,1378,"Fletcher-Carter","2024-11-28 15:48:00.0",34.61,"In Progress"
1382,1382,"Ruiz-Hughes","2024-11-01 21:53:00.0",46.92,"Cancelled"
1384,1384,"Frazier, Anderson and Rodriguez","2024-11-23 17:12:00.0",19.41,"Completed"
1385,1385,"Cooper, Myers and Rodriguez","2024-11-15 21:23:00.0",25.25,"Cancelled"
1388,1388,"Burton Inc","2024-11-30 22:26:00.0",40.56,"In Progress"
1389,1389,"Thompson, Morrow and Collins","2024-11-24 13:02:00.0",29.97,"Cancelled"
1397,1397,"Brown, King and Stout","2024-11-10 17:16:00.0",11.26,"Cancelled"
1398,1398,"Phillips-Boyer","2024-11-05 23:04:00.0",10.53,"Cancelled"
1403,1403,"Durham Inc","2024-11-18 12:39:00.0",26.56,"In Progress"
1405,1405,"Phillips-Boyer","2024-11-19 20:14:00.0",31.84,"Completed"
1407,1407,"Ray-Bradley","2024-11-23 20:10:00.0",18.01,"Cancelled"
1410,1410,"Gray, Kerr and Massey","2024-11-20 16:38:00.0",47.38,"Cancelled"
1414,1414,"Carter, Evans and Walker","2024-11-04 21:35:00.0",48.27,"Cancelled"
1415,1415,"Cook Ltd","2024-11-10 19:45:00.0",12.1,"Completed"
1416,1416,"Burton Inc","2024-11-04 19:35:00.0",38.78,"In Progress"
1419,1419,"Gallagher, Roberson and Bean","2024-11-27 21:10:00.0",6.07,"Cancelled"
1422,1422,"Marquez PLC","2024-11-14 16:30:00.0",40.32,"Cancelled"
1423,1423,"Duran, Fuller and Reyes","2024-11-07 13:30:00.0",32.12,"Cancelled"
1424,1424,"Taylor-Smith","2024-11-05 01:02:00.0",11.62,"In Progress"
1427,1427,"Moore-Griffin","2024-11-13 11:25:00.0",41.88,"In Progress"
1428,1428,"Fernandez","2024-11-24 19:01:00.0",10.02,"Completed"
1429,1429,"Sanchez Inc","2024-11-11 21:52:00.0",19.11,"Cancelled"
1432,1432,"Jackson-Rojas","2024-11-19 00:26:00.0",24.51,"Cancelled"
1433,1433,"Thompson, Henry and Hernandez","2024-11-22 19:49:00.0",24.04,"Cancelled"
1434,1434,"Miller and Sons","2024-11-14 11:49:00.0",33.14,"Completed"
1439,1439,"Turner-Hart","2024-11-15 14:17:00.0",47.51,"Completed"
1441,1441,"Durham Inc","2024-11-23 19:28:00.0",35.09,"Cancelled"
1443,1443,"Phillips-Boyer","2024-11-01 12:20:00.0",43.07,"Cancelled"
1444,1444,"Lopez, Hughes and Harmon","2024-11-15 14:07:00.0",28.84,"In Progress"
1446,1446,"Lopez, Hughes and Harmon","2024-11-19 18:11:00.0",25.78,"Cancelled"
1448,1448,"Wright Ltd","2024-11-08 20:48:00.0",40.9,"Completed"
1450,1450,"Moore-Griffin","2024-11-17 11:59:00.0",25.51,"In Progress"
1451,1451,"Dodson, Fleming and Butler","2024-11-13 21:34:00.0",21.35,"In Progress"
1453,1453,"Khan, Hernandez and Baldwin","2024-11-21 22:34:00.0",38.6,"In Progress"
1455,1455,"Anderson Group","2024-11-04 13:12:00.0",41.61,"Completed"
1457,1457,"Adams, Guerra and Fields","2024-11-14 19:49:00.0",9.15,"In Progress"
1462,1462,"Adams, Guerra and Fields","2024-11-13 20:57:00.0",44.03,"In Progress"
1464,1464,"Rogers, Wright and Cooper","2024-11-26 11:40:00.0",17.67,"Cancelled"
1467,1467,"Rowland-Williams","2024-11-03 00:07:00.0",13.58,"In Progress"
1474,1474,"Duran, Fuller and Reyes","2024-11-14 13:35:00.0",8.85,"In Progress"
1475,1475,"Burke LLC","2024-11-14 14:22:00.0",40.82,"Completed"
1477,1477,"Bailey-Neal","2024-11-07 19:28:00.0",32.4,"Completed"
1482,1482,"Cohen-Wagner","2024-11-19 22:36:00.0",47.67,"In Progress"
1484,1484,"Carter, Evans and Walker","2024-11-11 16:45:00.0",41.38,"Completed"
1487,1487,"Guzman, Smith and Murray","2024-11-17 12:05:00.0",17.66,"Completed"
1488,1488,"Gray, Kerr and Massey","2024-11-10 16:39:00.0",27.82,"In Progress"
1489,1489,"Dodson, Fleming and Butler","2024-11-05 23:08:00.0",28.49,"Cancelled"
1490,1490,"Dodson, Fleming and Butler","2024-11-22 17:27:00.0",31.24,"In Progress"
1491,1491,"Mcdowell-Hicks","2024-11-13 12:31:00.0",38.36,"Completed"
1497,1497,"Hancock-Benson","2024-11-13 22:51:00.0",34.66,"Cancelled"
1498,1498,"Werner-Rodriguez","2024-11-12 14:58:00.0",23.32,"In Progress"
1499,1499,"Burke LLC","2024-11-07 19:38:00.0",36.28,"In Progress"
1504,1504,"Richards-Jones","2024-11-09 23:59:00.0",40.97,"Completed"
1505,1505,"Anderson, Carr and Mcneil","2024-11-09 18:13:00.0",31.95,"In Progress"
1511,1511,"Riggs PLC","2024-11-18 20:07:00.0",31.11,"Completed"
1514,1514,"Carter, Evans and Walker","2024-11-18 22:30:00.0",43.66,"In Progress"
1516,1516,"Watson-Thomas","2024-11-20 17:05:00.0",34.96,"Completed"
1517,1517,"Durham Inc","2024-11-23 19:33:00.0",34.06,"Cancelled"
1520,1520,"Adams LLC","2024-11-09 20:38:00.0",7.23,"Completed"
1522,1522,"Ruiz-Hughes","2024-11-16 21:08:00.0",47.26,"Completed"
1523,1523,"Mcdowell-Hicks","2024-11-08 22:47:00.0",40.14,"Completed"
1524,1524,"Evans and Sons","2024-11-17 21:15:00.0",5.75,"In Progress"
1526,1526,"Walker-Davis","2024-11-26 22:00:00.0",8.67,"In Progress"
1528,1528,"Khan, Hernandez and Baldwin","2024-11-07 19:56:00.0",35.88,"Completed"
1530,1530,"Cook Ltd","2024-11-26 21:34:00.0",8.18,"Cancelled"
1534,1534,"Waller-Davis","2024-11-14 22:32:00.0",42.95,"Completed"
1535,1535,"Carter, Evans and Walker","2024-11-22 11:24:00.0",21.28,"Cancelled"
1546,1546,"Guzman, Smith and Murray","2024-11-10 21:50:00.0",22.33,"In Progress"
1548,1548,"Miller and Sons","2024-11-28 21:25:00.0",37.42,"In Progress"
1550,1550,"Miller and Sons","2024-11-08 19:47:00.0",32.71,"Completed"
1551,1551,"Hill, Vincent and Alvarez","2024-11-04 16:32:00.0",13.54,"Cancelled"
1554,1554,"Patterson, Rodriguez and Vasquez","2024-11-19 18:51:00.0",47.27,"Cancelled"
1557,1557,"Reed and Allison","2024-11-04 19:17:00.0",20.57,"In Progress"
1561,1561,"Webster, Martinez and Marshall","2024-11-05 22:50:00.0",26.62,"Cancelled"
1564,1564,"Burke LLC","2024-11-09 23:01:00.0",33.48,"In Progress"
1568,1568,"Rose, Pratt and Flores","2024-11-06 16:14:00.0",45.61,"Cancelled"
1571,1571,"Martinez Ltd","2024-11-16 00:59:00.0",41.92,"Completed"
1576,1576,"Jackson-Rojas","2024-11-10 20:09:00.0",48.87,"Completed"
1581,1581,"Gay, Cunningham and Rodriguez","2024-11-20 19:50:00.0",21.69,"In Progress"
1582,1582,"Werner-Rodriguez","2024-11-02 21:28:00.0",14.8,"Cancelled"
1585,1585,"Anderson Group","2024-11-20 01:19:00.0",6.87,"Completed"
1590,1590,"Frank Inc","2024-11-11 21:20:00.0",12.87,"In Progress"
1591,1591,"Richards-Jones","2024-11-04 17:31:00.0",36.54,"Cancelled"
1595,1595,"Guzman, Smith and Murray","2024-11-09 18:56:00.0",21.96,"In Progress"
1597,1597,"Riggs PLC","2024-11-09 15:06:00.0",8.45,"Cancelled"
1600,1600,"Fernandez","2024-11-26 22:02:00.0",20.63,"In Progress"
1604,1604,"Rose, Pratt and Flores","2024-11-12 19:34:00.0",36.5,"Cancelled"
1605,1605,"Jones, Garrett and Pierce","2024-11-18 22:25:00.0",15.65,"Cancelled"
1606,1606,"Brown, Blankenship and Hayes","2024-11-11 00:32:00.0",28.85,"In Progress"
1607,1607,"Newton-Brown","2024-11-29 17:02:00.0",45.61,"Cancelled"
1613,1613,"Cook PLC","2024-11-21 23:02:00.0",47.38,"Completed"
1614,1614,"Frazier, Anderson and Rodriguez","2024-11-25 13:34:00.0",20.03,"Completed"
1616,1616,"Cook PLC","2024-11-16 17:28:00.0",43.94,"Cancelled"
1618,1618,"Walker-Davis","2024-11-08 00:11:00.0",38.05,"Completed"
1623,1623,"Phillips and Sons","2024-11-29 15:08:00.0",24.96,"Completed"
1624,1624,"Marquez PLC","2024-11-28 20:49:00.0",24.15,"Cancelled"
1628,1628,"Anderson Group","2024-11-17 15:32:00.0",37.47,"Cancelled"
1633,1633,"Price, Neal and Gonzalez","2024-11-13 12:33:00.0",23.53,"Cancelled"
1634,1634,"Khan, Hernandez and Baldwin","2024-11-30 13:10:00.0",32.24,"In Progress"
1646,1646,"Sellers Inc","2024-11-04 21:03:00.0",23.31,"Completed"
1651,1651,"Marsh-Williams","2024-11-03 23:20:00.0",39.38,"Completed"
1654,1654,"Phillips-Boyer","2024-11-06 15:57:00.0",44.59,"Cancelled"
1658,1658,"Webster, Martinez and Marshall","2024-11-07 00:01:00.0",15.91,"Completed"
1659,1659,"Hill, Vincent and Alvarez","2024-11-19 17:47:00.0",26.01,"Cancelled"
1663,1663,"Sanchez-Smith","2024-11-15 22:48:00.0",13.62,"Cancelled"
1667,1667,"Gallagher, Roberson and Bean","2024-11-11 11:44:00.0",33.94,"Completed"
1671,1671,"Sellers Inc","2024-11-26 17:18:00.0",9,"Completed"
1673,1673,"Waller-Davis","2024-11-05 20:41:00.0",38.16,"Cancelled"
1675,1675,"Hatfield and Sons","2024-11-15 15:31:00.0",19.11,"In Progress"
1676,1676,"Watson-Thomas","2024-11-27 23:20:00.0",39.66,"Completed"
1682,1682,"Marquez PLC","2024-11-17 22:07:00.0",39.24,"Completed"
1683,1683,"Valencia Ltd","2024-11-23 17:41:00.0",37.48,"In Progress"
1684,1684,"Arias LLC","2024-11-21 19:52:00.0",21.69,"Cancelled"
1688,1688,"Williams-Benson","2024-11-19 21:46:00.0",8.98,"Completed"
1690,1690,"Jackson-Rojas","2024-11-08 18:45:00.0",36.12,"In Progress"
1693,1693,"Maldonado, Freeman and Thompson","2024-11-18 13:35:00.0",31.53,"Cancelled"
1694,1694,"Marquez PLC","2024-11-27 21:30:00.0",9.25,"In Progress"
1698,1698,"Kelly LLC","2024-11-09 21:45:00.0",9.01,"Cancelled"
1699,1699,"Clark-Thompson","2024-11-14 20:54:00.0",13.16,"Cancelled"
1701,1701,"Phillips and Sons","2024-11-07 19:10:00.0",27.04,"Completed"
1702,1702,"Gonzales-Brown","2024-11-07 10:57:00.0",43.06,"In Progress"
1704,1704,"Maldonado, Freeman and Thompson","2024-11-10 16:16:00.0",32.28,"Cancelled"
1706,1706,"Fletcher-Carter","2024-11-25 16:36:00.0",20.81,"In Progress"
1709,1709,"Frank Inc","2024-11-26 11:55:00.0",20.32,"In Progress"
1711,1711,"Frazier, Anderson and Rodriguez","2024-11-26 19:41:00.0",24.67,"In Progress"
1713,1713,"Thomas PLC","2024-11-14 21:10:00.0",24.17,"In Progress"
1714,1714,"Rowland-Williams","2024-11-22 22:54:00.0",10.55,"Completed"
1715,1715,"Smith, Wise and Drake","2024-11-11 21:28:00.0",6.47,"In Progress"
1724,1724,"Thompson, Morrow and Collins","2024-11-22 20:57:00.0",5.15,"Cancelled"
1730,1730,"Ray-Bradley","2024-11-30 16:11:00.0",27.62,"In Progress"
1733,1733,"Rowland-Williams","2024-11-24 23:12:00.0",40.49,"In Progress"
1739,1739,"Adams, Guerra and Fields","2024-11-29 22:08:00.0",18.81,"In Progress"
1745,1745,"Rogers, Berry and Logan","2024-11-19 19:16:00.0",41.29,"Completed"
1748,1748,"Thomas PLC","2024-11-23 15:59:00.0",46.88,"Completed"
1751,1751,"Carter, Evans and Walker","2024-11-24 14:20:00.0",12.4,"Cancelled"
1752,1752,"Rogers, Berry and Logan","2024-11-21 18:02:00.0",49.28,"Completed"
1757,1757,"Adams, Guerra and Fields","2024-11-06 12:40:00.0",34.04,"In Progress"
1758,1758,"Mcdowell-Hicks","2024-11-26 20:26:00.0",42.65,"Completed"
1763,1763,"Graham-Campbell","2024-11-24 14:34:00.0",34.16,"Cancelled"
1764,1764,"Smith, Wise and Drake","2024-11-22 11:52:00.0",17.02,"Cancelled"
1769,1769,"Fletcher-Carter","2024-11-08 11:55:00.0",48.04,"Cancelled"
1771,1771,"Roberts, Durham and Ryan","2024-11-28 18:15:00.0",22.88,"In Progress"
1775,1775,"Thompson, Henry and Hernandez","2024-11-24 17:29:00.0",10.75,"Completed"
1777,1777,"Keller-Gross","2024-11-08 11:47:00.0",37.72,"Cancelled"
1783,1783,"Powell, Morse and Quinn","2024-11-04 16:50:00.0",6.07,"In Progress"
1785,1785,"Burton Inc","2024-11-05 23:14:00.0",39.81,"Cancelled"
1787,1787,"Frank Inc","2024-11-11 21:17:00.0",38.97,"In Progress"
1789,1789,"Thomas PLC","2024-11-07 14:17:00.0",29.52,"In Progress"
1794,1794,"Phillips and Sons","2024-11-07 13:23:00.0",35.41,"Cancelled"
1795,1795,"Fischer and Sons","2024-11-01 22:00:00.0",25.59,"Cancelled"
1797,1797,"Gay, Cunningham and Rodriguez","2024-11-05 17:09:00.0",32.75,"Completed"
1800,1800,"Frazier, Anderson and Rodriguez","2024-11-03 00:33:00.0",39.86,"Cancelled"
1803,1803,"Adams, Guerra and Fields","2024-11-13 18:23:00.0",33.94,"Cancelled"
1809,1809,"Lopez, Hughes and Harmon","2024-11-21 19:23:00.0",21.38,"Cancelled"
1812,1812,"Williams, Anderson and Rodriguez","2024-11-05 12:08:00.0",49.36,"Completed"
1814,1814,"Price, Neal and Gonzalez","2024-11-18 12:54:00.0",5.99,"In Progress"
1815,1815,"Rose, Pratt and Flores","2024-11-01 22:58:00.0",14.24,"Cancelled"
1816,1816,"Freeman, Walton and Jones","2024-11-03 00:20:00.0",33.71,"Completed"
1819,1819,"Gonzales-Brown","2024-11-03 18:02:00.0",48.29,"In Progress"
1823,1823,"Werner-Rodriguez","2024-11-20 16:16:00.0",31.67,"Completed"
1829,1829,"Sanchez Inc","2024-11-25 19:40:00.0",46.48,"Cancelled"
1830,1830,"Patterson, Rodriguez and Vasquez","2024-11-04 13:43:00.0",26.76,"Completed"
1831,1831,"Cohen-Wagner","2024-11-25 14:47:00.0",28.15,"In Progress"
1837,1837,"Newton-Brown","2024-11-07 14:01:00.0",16.31,"Cancelled"
